COMMAND     PID  USER   FD      TYPE             DEVICE SIZE/OFF    NODE NAME
mate-scre 17839 sedna  mem       REG                8,1   281552  524612 /lib/x86_64-linux-gnu/libdbus-1.so.3.7.6
mate-scre 17839 sedna  mem       REG                8,1   160832  140186 /usr/lib/x86_64-linux-gnu/libdbus-glib-1.so.2.2.2
mate-scre 17839 sedna  mem       REG                8,1   149120  524572 /lib/x86_64-linux-gnu/ld-2.19.so
mate-scre 17839 sedna  mem       REG                8,1   336528  661829 /usr/share/glib-2.0/schemas/gschemas.compiled
mate-scre 17839 sedna  DEL       REG                8,1           785761 /home/sedna/.config/dconf/user
mate-scre 17839 sedna  DEL       REG               0,21            40274 /run/user/1000/dconf/user
mate-scre 17839 sedna    0r      CHR                1,3      0t0    6447 /dev/null
mate-scre 17839 sedna    1w      CHR                1,3      0t0    6447 /dev/null
mate-scre 17839 sedna    2w      REG                8,1     4429  785346 /home/sedna/.xsession-errors
mate-scre 17839 sedna    3u     unix 0x0000000000000000      0t0   41061 socket
mate-scre 17839 sedna    4u     0000                0,9        0    6402 anon_inode
mate-scre 17839 sedna    5u     0000                0,9        0    6402 anon_inode
mate-scre 17839 sedna    6u     unix 0x0000000000000000      0t0   41273 socket
mate-scre 17839 sedna    7u     unix 0x0000000000000000      0t0   41306 socket
mate-scre 17839 sedna    8u     unix 0x0000000000000000      0t0   41343 socket
mate-scre 17839 sedna    9u     0000                0,9        0    6402 anon_inode
vmtoolsd  17845 sedna  cwd       DIR                8,1     4096  784898 /home/sedna
vmtoolsd  17845 sedna  rtd       DIR                8,1     4096       2 /
vmtoolsd  17845 sedna  txt       REG                8,1   789208  957476 /usr/lib/vmware-tools/sbin64/vmtoolsd
vmtoolsd  17845 sedna  mem       REG                8,1    23152  139061 /usr/lib/x86_64-linux-gnu/gdk-pixbuf-2.0/2.10.0/loaders/libpixbufloader-png.so
vmtoolsd  17845 sedna  mem       REG                8,1   200312  139516 /usr/lib/x86_64-linux-gnu/gtk-2.0/2.10.0/engines/libmurrine.so
vmtoolsd  17845 sedna  mem       REG                8,1    52448  139205 /usr/lib/x86_64-linux-gnu/gio/modules/libdconfsettings.so
vmtoolsd  17845 sedna  mem       REG                8,1   281552  524612 /lib/x86_64-linux-gnu/libdbus-1.so.3.7.6
vmtoolsd  17845 sedna  mem       REG                8,1    38920  524669 /lib/x86_64-linux-gnu/libnih-dbus.so.1.0.0
vmtoolsd  17845 sedna  mem       REG                8,1    96280  524671 /lib/x86_64-linux-gnu/libnih.so.1.0.0
vmtoolsd  17845 sedna  mem       REG                8,1   108480  524603 /lib/x86_64-linux-gnu/libcgmanager.so.0.0.0
vmtoolsd  17845 sedna  mem       REG                8,1    67600  524761 /lib/x86_64-linux-gnu/libudev.so.1.3.5
vmtoolsd  17845 sedna  mem       REG                8,1   237504  139594 /usr/lib/x86_64-linux-gnu/gvfs/libgvfscommon.so
vmtoolsd  17845 sedna  mem       REG                8,1   202696  139210 /usr/lib/x86_64-linux-gnu/gio/modules/libgvfsdbus.so
vmtoolsd  17845 sedna  mem       REG                8,1   118392  139209 /usr/lib/x86_64-linux-gnu/gio/modules/libgioremote-volume-monitor.so
vmtoolsd  17845 sedna  mem       REG                8,1    73296  139544 /usr/lib/x86_64-linux-gnu/gtk-2.0/modules/liboverlay-scrollbar.so
vmtoolsd  17845 sedna  mem       REG                8,1    26560  957500 /usr/lib/vmware-tools/plugins64/vmusr/libresolutionSet.so
vmtoolsd  17845 sedna  mem       REG                8,1   444264  957501 /usr/lib/vmware-tools/plugins64/vmusr/libdndcp.so
vmtoolsd  17845 sedna  mem       REG                8,1  4429488  140715 /usr/lib/x86_64-linux-gnu/libgtkmm-2.4.so.1.1.0
vmtoolsd  17845 sedna  mem       REG                8,1   306104  140418 /usr/lib/x86_64-linux-gnu/libgdkmm-2.4.so.1.1.0
vmtoolsd  17845 sedna  mem       REG                8,1   172880  141050 /usr/lib/x86_64-linux-gnu/libpangomm-1.4.so.1.0.30
vmtoolsd  17845 sedna  mem       REG                8,1   144056  140083 /usr/lib/x86_64-linux-gnu/libcairomm-1.0.so.1.4.0
vmtoolsd  17845 sedna  mem       REG                8,1  1570304  140450 /usr/lib/x86_64-linux-gnu/libgiomm-2.4.so.1.3.0
vmtoolsd  17845 sedna  mem       REG                8,1   294768  140004 /usr/lib/x86_64-linux-gnu/libatkmm-1.6.so.1.1.0
vmtoolsd  17845 sedna  mem       REG                8,1   451496  140463 /usr/lib/x86_64-linux-gnu/libglibmm-2.4.so.1.3.0
vmtoolsd  17845 sedna  mem       REG                8,1    18704  141238 /usr/lib/x86_64-linux-gnu/libsigc-2.0.so.0.0.0
vmtoolsd  17845 sedna  mem       REG                8,1   979056  141291 /usr/lib/x86_64-linux-gnu/libstdc++.so.6.0.19
vmtoolsd  17845 sedna  mem       REG                8,1    22880  139933 /usr/lib/x86_64-linux-gnu/libXtst.so.6.1.0
vmtoolsd  17845 sedna  mem       REG                8,1    22608  957499 /usr/lib/vmware-tools/plugins64/vmusr/libdesktopEvents.so
vmtoolsd  17845 sedna  mem       REG                8,1  4428264  140710 /usr/lib/x86_64-linux-gnu/libgtk-x11-2.0.so.0.2400.27
vmtoolsd  17845 sedna  mem       REG                8,1    39128  139921 /usr/lib/x86_64-linux-gnu/libXrandr.so.2.2.0
vmtoolsd  17845 sedna  mem       REG                8,1    63880  139905 /usr/lib/x86_64-linux-gnu/libXi.so.6.1.0
vmtoolsd  17845 sedna  mem       REG                8,1   732472  140410 /usr/lib/x86_64-linux-gnu/libgdk-x11-2.0.so.0.2400.27
vmtoolsd  17845 sedna  mem       REG                8,1   134496  140413 /usr/lib/x86_64-linux-gnu/libgdk_pixbuf-2.0.so.0.3000.7
vmtoolsd  17845 sedna  mem       REG                8,1   101240  524737 /lib/x86_64-linux-gnu/libresolv-2.19.so
vmtoolsd  17845 sedna  mem       REG                8,1   134296  524741 /lib/x86_64-linux-gnu/libselinux.so.1
vmtoolsd  17845 sedna  mem       REG                8,1  1513096  140446 /usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0
vmtoolsd  17845 sedna  mem       REG                8,1    10248  139883 /usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0
vmtoolsd  17845 sedna  mem       REG                8,1    10232  139875 /usr/lib/x86_64-linux-gnu/libXcomposite.so.1.0.0
vmtoolsd  17845 sedna  mem       REG                8,1    39232  139879 /usr/lib/x86_64-linux-gnu/libXcursor.so.1.0.2
vmtoolsd  17845 sedna  mem       REG                8,1    22584  139895 /usr/lib/x86_64-linux-gnu/libXfixes.so.3.1.0
vmtoolsd  17845 sedna  mem       REG                8,1    10376  139909 /usr/lib/x86_64-linux-gnu/libXinerama.so.1.0.0
vmtoolsd  17845 sedna  mem       REG                8,1    52528  141044 /usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.3600.3
vmtoolsd  17845 sedna  mem       REG                8,1   112936  140601 /usr/lib/x86_64-linux-gnu/libgraphite2.so.3.0.1
vmtoolsd  17845 sedna  mem       REG                8,1   347024  140738 /usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0
vmtoolsd  17845 sedna  mem       REG                8,1    86056  141048 /usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3
vmtoolsd  17845 sedna  mem       REG                8,1    26512  140183 /usr/lib/x86_64-linux-gnu/libdatrie.so.1.3.1
vmtoolsd  17845 sedna  mem       REG                8,1    36936  141325 /usr/lib/x86_64-linux-gnu/libthai.so.0.2.0
vmtoolsd  17845 sedna  mem       REG                8,1   315672  141040 /usr/lib/x86_64-linux-gnu/libpango-1.0.so.0.3600.3
vmtoolsd  17845 sedna  mem       REG                8,1    31792  524739 /lib/x86_64-linux-gnu/librt-2.19.so
vmtoolsd  17845 sedna  mem       REG                8,1    73288  139891 /usr/lib/x86_64-linux-gnu/libXext.so.6.4.0
vmtoolsd  17845 sedna  mem       REG                8,1    34912  141608 /usr/lib/x86_64-linux-gnu/libxcb-render.so.0.0.0
vmtoolsd  17845 sedna  mem       REG                8,1    10336  141616 /usr/lib/x86_64-linux-gnu/libxcb-shm.so.0.0.0
vmtoolsd  17845 sedna  mem       REG                8,1  1086808  140081 /usr/lib/x86_64-linux-gnu/libcairo.so.2.11301.0
vmtoolsd  17845 sedna  mem       REG                8,1    22616  139887 /usr/lib/x86_64-linux-gnu/libXdmcp.so.6.0.0
vmtoolsd  17845 sedna  mem       REG                8,1    14456  139868 /usr/lib/x86_64-linux-gnu/libXau.so.6.0.0
vmtoolsd  17845 sedna  mem       REG                8,1   125392  141636 /usr/lib/x86_64-linux-gnu/libxcb.so.1.1.0
vmtoolsd  17845 sedna  mem       REG                8,1  1265072  139862 /usr/lib/x86_64-linux-gnu/libX11.so.6.3.0
vmtoolsd  17845 sedna  mem       REG                8,1    39352  139925 /usr/lib/x86_64-linux-gnu/libXrender.so.1.3.0
vmtoolsd  17845 sedna  mem       REG                8,1   170064  524620 /lib/x86_64-linux-gnu/libexpat.so.1.6.0
vmtoolsd  17845 sedna  mem       REG                8,1   244704  140333 /usr/lib/x86_64-linux-gnu/libfontconfig.so.1.8.0
vmtoolsd  17845 sedna  mem       REG                8,1   153936  524726 /lib/x86_64-linux-gnu/libpng12.so.0.50.0
vmtoolsd  17845 sedna  mem       REG                8,1   666080  140368 /usr/lib/x86_64-linux-gnu/libfreetype.so.6.11.1
vmtoolsd  17845 sedna  mem       REG                8,1  1071552  524651 /lib/x86_64-linux-gnu/libm-2.19.so
vmtoolsd  17845 sedna  mem       REG                8,1   690968  141081 /usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2
vmtoolsd  17845 sedna  mem       REG                8,1   138096  139999 /usr/lib/x86_64-linux-gnu/libatk-1.0.so.0.21009.1
vmtoolsd  17845 sedna  mem       REG                8,1    18936  524771 /lib/x86_64-linux-gnu/libuuid.so.1.3.0
vmtoolsd  17845 sedna  mem       REG                8,1    30896  139852 /usr/lib/x86_64-linux-gnu/libSM.so.6.0.1
vmtoolsd  17845 sedna  mem       REG                8,1    98288  139661 /usr/lib/x86_64-linux-gnu/libICE.so.6.3.0
vmtoolsd  17845 sedna  mem       REG                8,1   278120  957489 /usr/lib/vmware-tools/plugins64/common/libvix.so
vmtoolsd  17845 sedna  mem       REG                8,1     9976  957488 /usr/lib/vmware-tools/plugins64/common/libhgfsServer.so
vmtoolsd  17845 sedna  mem       REG                8,1    88488  957089 /usr/lib/vmware-tools/lib64/libhgfs.so/libhgfs.so
vmtoolsd  17845 sedna  mem       REG                8,1  7220720  931370 /usr/lib/locale/locale-archive
vmtoolsd  17845 sedna  mem       REG                8,1    46984  956892 /usr/lib/vmware-tools/lib64/libvmtoolsd.so/libvmtoolsd.so
vmtoolsd  17845 sedna  mem       REG                8,1  1013376  956918 /usr/lib/vmware-tools/lib64/libvmtools.so/libvmtools.so
vmtoolsd  17845 sedna  mem       REG                8,1    30944  140302 /usr/lib/x86_64-linux-gnu/libffi.so.6.0.1
vmtoolsd  17845 sedna  mem       REG                8,1   330904  140507 /usr/lib/x86_64-linux-gnu/libgobject-2.0.so.0.4002.0
vmtoolsd  17845 sedna  mem       REG                8,1     6112  140702 /usr/lib/x86_64-linux-gnu/libgthread-2.0.so.0.4002.0
vmtoolsd  17845 sedna  mem       REG                8,1    14592  140473 /usr/lib/x86_64-linux-gnu/libgmodule-2.0.so.0.4002.0
vmtoolsd  17845 sedna  mem       REG                8,1   252032  524714 /lib/x86_64-linux-gnu/libpcre.so.3.13.1
vmtoolsd  17845 sedna  mem       REG                8,1  1078368  524629 /lib/x86_64-linux-gnu/libglib-2.0.so.0.4002.0
vmtoolsd  17845 sedna  mem       REG                8,1    47712  524682 /lib/x86_64-linux-gnu/libnss_files-2.19.so
vmtoolsd  17845 sedna  mem       REG                8,1    47760  524692 /lib/x86_64-linux-gnu/libnss_nis-2.19.so
vmtoolsd  17845 sedna  mem       REG                8,1    97296  524676 /lib/x86_64-linux-gnu/libnsl-2.19.so
vmtoolsd  17845 sedna  mem       REG                8,1    39824  524678 /lib/x86_64-linux-gnu/libnss_compat-2.19.so
vmtoolsd  17845 sedna  mem       REG                8,1  1840928  524598 /lib/x86_64-linux-gnu/libc-2.19.so
vmtoolsd  17845 sedna  mem       REG                8,1    90080  524625 /lib/x86_64-linux-gnu/libgcc_s.so.1
vmtoolsd  17845 sedna  mem       REG                8,1   141574  524731 /lib/x86_64-linux-gnu/libpthread-2.19.so
vmtoolsd  17845 sedna  mem       REG                8,1    14664  524615 /lib/x86_64-linux-gnu/libdl-2.19.so
vmtoolsd  17845 sedna  mem       REG                8,1   100728  524776 /lib/x86_64-linux-gnu/libz.so.1.2.8
vmtoolsd  17845 sedna  mem       REG                8,1   149120  524572 /lib/x86_64-linux-gnu/ld-2.19.so
vmtoolsd  17845 sedna  mem       REG                8,1   141056  956998 /usr/lib/vmware-tools/lib64/libexpat.so.0/libexpat.so.0
vmtoolsd  17845 sedna  mem       REG                8,1   131868  156865 /usr/share/mime/mime.cache
vmtoolsd  17845 sedna  mem       REG                8,1   336528  661829 /usr/share/glib-2.0/schemas/gschemas.compiled
vmtoolsd  17845 sedna  mem       REG                8,1     1000  785697 /home/sedna/.local/share/mime/mime.cache
vmtoolsd  17845 sedna  DEL       REG                8,1           841880 /home/sedna/.config/dconf/user
vmtoolsd  17845 sedna  DEL       REG               0,21            41745 /run/user/1000/dconf/user
vmtoolsd  17845 sedna    0r      CHR                1,3      0t0    6447 /dev/null
vmtoolsd  17845 sedna    1w      CHR                1,3      0t0    6447 /dev/null
vmtoolsd  17845 sedna    2w      REG                8,1     4429  785346 /home/sedna/.xsession-errors
vmtoolsd  17845 sedna    3u      REG               0,27        0       2 /run/vmblock-fuse/dev
vmtoolsd  17845 sedna    4u     0000                0,9        0    6402 anon_inode
vmtoolsd  17845 sedna    5r     FIFO                0,8      0t0   41742 pipe
vmtoolsd  17845 sedna    6w     FIFO                0,8      0t0   41742 pipe
vmtoolsd  17845 sedna    7u     sock                0,7      0t0   42230 can't identify protocol
vmtoolsd  17845 sedna    9u     unix 0x0000000000000000      0t0   42206 socket
vmtoolsd  17845 sedna   10u     0000                0,9        0    6402 anon_inode
vmtoolsd  17845 sedna   11u     unix 0x0000000000000000      0t0   42217 socket
vmtoolsd  17845 sedna   12u     unix 0x0000000000000000      0t0   42219 socket
vmtoolsd  17845 sedna   13u     0000                0,9        0    6402 anon_inode
indicator 17849 sedna  cwd       DIR                8,1     4096  784898 /home/sedna
indicator 17849 sedna  rtd       DIR                8,1     4096       2 /
indicator 17849 sedna  txt       REG                8,1   179984  139603 /usr/lib/x86_64-linux-gnu/indicator-bluetooth/indicator-bluetooth-service
indicator 17849 sedna  mem       REG                8,1    52448  139205 /usr/lib/x86_64-linux-gnu/gio/modules/libdconfsettings.so
indicator 17849 sedna  mem       REG                8,1    31792  524739 /lib/x86_64-linux-gnu/librt-2.19.so
indicator 17849 sedna  mem       REG                8,1   281552  524612 /lib/x86_64-linux-gnu/libdbus-1.so.3.7.6
indicator 17849 sedna  mem       REG                8,1    38920  524669 /lib/x86_64-linux-gnu/libnih-dbus.so.1.0.0
indicator 17849 sedna  mem       REG                8,1    96280  524671 /lib/x86_64-linux-gnu/libnih.so.1.0.0
indicator 17849 sedna  mem       REG                8,1   108480  524603 /lib/x86_64-linux-gnu/libcgmanager.so.0.0.0
indicator 17849 sedna  mem       REG                8,1    67600  524761 /lib/x86_64-linux-gnu/libudev.so.1.3.5
indicator 17849 sedna  mem       REG                8,1   237504  139594 /usr/lib/x86_64-linux-gnu/gvfs/libgvfscommon.so
indicator 17849 sedna  mem       REG                8,1   202696  139210 /usr/lib/x86_64-linux-gnu/gio/modules/libgvfsdbus.so
indicator 17849 sedna  mem       REG                8,1   118392  139209 /usr/lib/x86_64-linux-gnu/gio/modules/libgioremote-volume-monitor.so
indicator 17849 sedna  mem       REG                8,1  1071552  524651 /lib/x86_64-linux-gnu/libm-2.19.so
indicator 17849 sedna  mem       REG                8,1    90080  524625 /lib/x86_64-linux-gnu/libgcc_s.so.1
indicator 17849 sedna  mem       REG                8,1   979056  141291 /usr/lib/x86_64-linux-gnu/libstdc++.so.6.0.19
indicator 17849 sedna  mem       REG                8,1   134456  141117 /usr/lib/x86_64-linux-gnu/libproxy.so.1.0.0
indicator 17849 sedna  mem       REG                8,1  7220720  931370 /usr/lib/locale/locale-archive
indicator 17849 sedna  mem       REG                8,1    14664  524615 /lib/x86_64-linux-gnu/libdl-2.19.so
indicator 17849 sedna  mem       REG                8,1   252032  524714 /lib/x86_64-linux-gnu/libpcre.so.3.13.1
indicator 17849 sedna  mem       REG                8,1    30944  140302 /usr/lib/x86_64-linux-gnu/libffi.so.6.0.1
indicator 17849 sedna  mem       REG                8,1   101240  524737 /lib/x86_64-linux-gnu/libresolv-2.19.so
indicator 17849 sedna  mem       REG                8,1   134296  524741 /lib/x86_64-linux-gnu/libselinux.so.1
indicator 17849 sedna  mem       REG                8,1   100728  524776 /lib/x86_64-linux-gnu/libz.so.1.2.8
indicator 17849 sedna  mem       REG                8,1    14592  140473 /usr/lib/x86_64-linux-gnu/libgmodule-2.0.so.0.4002.0
indicator 17849 sedna  mem       REG                8,1  1840928  524598 /lib/x86_64-linux-gnu/libc-2.19.so
indicator 17849 sedna  mem       REG                8,1   141574  524731 /lib/x86_64-linux-gnu/libpthread-2.19.so
indicator 17849 sedna  mem       REG                8,1  1078368  524629 /lib/x86_64-linux-gnu/libglib-2.0.so.0.4002.0
indicator 17849 sedna  mem       REG                8,1   330904  140507 /usr/lib/x86_64-linux-gnu/libgobject-2.0.so.0.4002.0
indicator 17849 sedna  mem       REG                8,1  1513096  140446 /usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0
indicator 17849 sedna  mem       REG                8,1    23168  141394 /usr/lib/x86_64-linux-gnu/liburl-dispatcher.so.1.0.0
indicator 17849 sedna  mem       REG                8,1   149120  524572 /lib/x86_64-linux-gnu/ld-2.19.so
indicator 17849 sedna  mem       REG                8,1   336528  661829 /usr/share/glib-2.0/schemas/gschemas.compiled
indicator 17849 sedna  DEL       REG                8,1           785762 /home/sedna/.config/dconf/user
indicator 17849 sedna  DEL       REG               0,21            41471 /run/user/1000/dconf/user
indicator 17849 sedna    0r      CHR                1,3      0t0    6447 /dev/null
indicator 17849 sedna    1w      CHR                1,3      0t0    6447 /dev/null
indicator 17849 sedna    2w      REG                8,1     4429  785346 /home/sedna/.xsession-errors
indicator 17849 sedna    3u      CHR              10,62      0t0      33 /dev/rfkill
indicator 17849 sedna    4u     0000                0,9        0    6402 anon_inode
indicator 17849 sedna    5u     unix 0x0000000000000000      0t0   41007 socket
indicator 17849 sedna    6u     0000                0,9        0    6402 anon_inode
indicator 17849 sedna    7u     0000                0,9        0    6402 anon_inode
indicator 17849 sedna    8u     unix 0x0000000000000000      0t0   41514 socket
gksu      17852 sedna  cwd       DIR                8,1     4096  784898 /home/sedna
gksu      17852 sedna  rtd       DIR                8,1     4096       2 /
gksu      17852 sedna  txt       REG                8,1    28176  916711 /usr/bin/gksu
gksu      17852 sedna  mem       REG                8,1   200312  139516 /usr/lib/x86_64-linux-gnu/gtk-2.0/2.10.0/engines/libmurrine.so
gksu      17852 sedna  mem       REG                8,1    47712  524682 /lib/x86_64-linux-gnu/libnss_files-2.19.so
gksu      17852 sedna  mem       REG                8,1    47760  524692 /lib/x86_64-linux-gnu/libnss_nis-2.19.so
gksu      17852 sedna  mem       REG                8,1    97296  524676 /lib/x86_64-linux-gnu/libnsl-2.19.so
gksu      17852 sedna  mem       REG                8,1    39824  524678 /lib/x86_64-linux-gnu/libnss_compat-2.19.so
gksu      17852 sedna  mem       REG                8,1    52448  139205 /usr/lib/x86_64-linux-gnu/gio/modules/libdconfsettings.so
gksu      17852 sedna  mem       REG                8,1    38920  524669 /lib/x86_64-linux-gnu/libnih-dbus.so.1.0.0
gksu      17852 sedna  mem       REG                8,1    96280  524671 /lib/x86_64-linux-gnu/libnih.so.1.0.0
gksu      17852 sedna  mem       REG                8,1   108480  524603 /lib/x86_64-linux-gnu/libcgmanager.so.0.0.0
gksu      17852 sedna  mem       REG                8,1    67600  524761 /lib/x86_64-linux-gnu/libudev.so.1.3.5
gksu      17852 sedna  mem       REG                8,1   237504  139594 /usr/lib/x86_64-linux-gnu/gvfs/libgvfscommon.so
gksu      17852 sedna  mem       REG                8,1   202696  139210 /usr/lib/x86_64-linux-gnu/gio/modules/libgvfsdbus.so
gksu      17852 sedna  mem       REG                8,1   118392  139209 /usr/lib/x86_64-linux-gnu/gio/modules/libgioremote-volume-monitor.so
gksu      17852 sedna  mem       REG                8,1    90080  524625 /lib/x86_64-linux-gnu/libgcc_s.so.1
gksu      17852 sedna  mem       REG                8,1   979056  141291 /usr/lib/x86_64-linux-gnu/libstdc++.so.6.0.19
gksu      17852 sedna  mem       REG                8,1   134456  141117 /usr/lib/x86_64-linux-gnu/libproxy.so.1.0.0
gksu      17852 sedna  mem       REG                8,1    73296  139544 /usr/lib/x86_64-linux-gnu/gtk-2.0/modules/liboverlay-scrollbar.so
gksu      17852 sedna  mem       REG                8,1  7220720  931370 /usr/lib/locale/locale-archive
gksu      17852 sedna  mem       REG                8,1    26512  140183 /usr/lib/x86_64-linux-gnu/libdatrie.so.1.3.1
gksu      17852 sedna  mem       REG                8,1   112936  140601 /usr/lib/x86_64-linux-gnu/libgraphite2.so.3.0.1
gksu      17852 sedna  mem       REG                8,1    18416  524631 /lib/x86_64-linux-gnu/libgpg-error.so.0.10.0
gksu      17852 sedna  mem       REG                8,1    22616  139887 /usr/lib/x86_64-linux-gnu/libXdmcp.so.6.0.0
gksu      17852 sedna  mem       REG                8,1   170064  524620 /lib/x86_64-linux-gnu/libexpat.so.1.6.0
gksu      17852 sedna  mem       REG                8,1    36936  141325 /usr/lib/x86_64-linux-gnu/libthai.so.0.2.0
gksu      17852 sedna  mem       REG                8,1   347024  140738 /usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0
gksu      17852 sedna  mem       REG                8,1   101240  524737 /lib/x86_64-linux-gnu/libresolv-2.19.so
gksu      17852 sedna  mem       REG                8,1   134296  524741 /lib/x86_64-linux-gnu/libselinux.so.1
gksu      17852 sedna  mem       REG                8,1    14456  139868 /usr/lib/x86_64-linux-gnu/libXau.so.6.0.0
gksu      17852 sedna  mem       REG                8,1   524704  524627 /lib/x86_64-linux-gnu/libgcrypt.so.11.8.2
gksu      17852 sedna  mem       REG                8,1     5992  139858 /usr/lib/x86_64-linux-gnu/libX11-xcb.so.1.0.0
gksu      17852 sedna  mem       REG                8,1    26840  141622 /usr/lib/x86_64-linux-gnu/libxcb-util.so.0.0.0
gksu      17852 sedna  mem       REG                8,1   281552  524612 /lib/x86_64-linux-gnu/libdbus-1.so.3.7.6
gksu      17852 sedna  mem       REG                8,1   160832  140186 /usr/lib/x86_64-linux-gnu/libdbus-glib-1.so.2.2.2
gksu      17852 sedna  mem       REG                8,1    31792  524739 /lib/x86_64-linux-gnu/librt-2.19.so
gksu      17852 sedna  mem       REG                8,1   100728  524776 /lib/x86_64-linux-gnu/libz.so.1.2.8
gksu      17852 sedna  mem       REG                8,1    34912  141608 /usr/lib/x86_64-linux-gnu/libxcb-render.so.0.0.0
gksu      17852 sedna  mem       REG                8,1    10336  141616 /usr/lib/x86_64-linux-gnu/libxcb-shm.so.0.0.0
gksu      17852 sedna  mem       REG                8,1   153936  524726 /lib/x86_64-linux-gnu/libpng12.so.0.50.0
gksu      17852 sedna  mem       REG                8,1   666080  140368 /usr/lib/x86_64-linux-gnu/libfreetype.so.6.11.1
gksu      17852 sedna  mem       REG                8,1   690968  141081 /usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2
gksu      17852 sedna  mem       REG                8,1    73288  139891 /usr/lib/x86_64-linux-gnu/libXext.so.6.4.0
gksu      17852 sedna  mem       REG                8,1    10248  139883 /usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0
gksu      17852 sedna  mem       REG                8,1    10232  139875 /usr/lib/x86_64-linux-gnu/libXcomposite.so.1.0.0
gksu      17852 sedna  mem       REG                8,1    39232  139879 /usr/lib/x86_64-linux-gnu/libXcursor.so.1.0.2
gksu      17852 sedna  mem       REG                8,1    39128  139921 /usr/lib/x86_64-linux-gnu/libXrandr.so.2.2.0
gksu      17852 sedna  mem       REG                8,1    63880  139905 /usr/lib/x86_64-linux-gnu/libXi.so.6.1.0
gksu      17852 sedna  mem       REG                8,1    10376  139909 /usr/lib/x86_64-linux-gnu/libXinerama.so.1.0.0
gksu      17852 sedna  mem       REG                8,1    39352  139925 /usr/lib/x86_64-linux-gnu/libXrender.so.1.3.0
gksu      17852 sedna  mem       REG                8,1    14664  524615 /lib/x86_64-linux-gnu/libdl-2.19.so
gksu      17852 sedna  mem       REG                8,1   125392  141636 /usr/lib/x86_64-linux-gnu/libxcb.so.1.1.0
gksu      17852 sedna  mem       REG                8,1   252032  524714 /lib/x86_64-linux-gnu/libpcre.so.3.13.1
gksu      17852 sedna  mem       REG                8,1    30944  140302 /usr/lib/x86_64-linux-gnu/libffi.so.6.0.1
gksu      17852 sedna  mem       REG                8,1   141574  524731 /lib/x86_64-linux-gnu/libpthread-2.19.so
gksu      17852 sedna  mem       REG                8,1   244704  140333 /usr/lib/x86_64-linux-gnu/libfontconfig.so.1.8.0
gksu      17852 sedna  mem       REG                8,1   315672  141040 /usr/lib/x86_64-linux-gnu/libpango-1.0.so.0.3600.3
gksu      17852 sedna  mem       REG                8,1    86056  141048 /usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3
gksu      17852 sedna  mem       REG                8,1  1513096  140446 /usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0
gksu      17852 sedna  mem       REG                8,1   138096  139999 /usr/lib/x86_64-linux-gnu/libatk-1.0.so.0.21009.1
gksu      17852 sedna  mem       REG                8,1    22584  139895 /usr/lib/x86_64-linux-gnu/libXfixes.so.3.1.0
gksu      17852 sedna  mem       REG                8,1    52528  141044 /usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.3600.3
gksu      17852 sedna  mem       REG                8,1    14592  140473 /usr/lib/x86_64-linux-gnu/libgmodule-2.0.so.0.4002.0
gksu      17852 sedna  mem       REG                8,1    72520  930928 /usr/lib/libgtop-2.0.so.7.2.0
gksu      17852 sedna  mem       REG                8,1   151816  140481 /usr/lib/x86_64-linux-gnu/libgnome-keyring.so.0.2.0
gksu      17852 sedna  mem       REG                8,1    35136  141289 /usr/lib/x86_64-linux-gnu/libstartup-notification-1.so.0.0.0
gksu      17852 sedna  mem       REG                8,1   192296  140393 /usr/lib/x86_64-linux-gnu/libgconf-2.so.4.1.5
gksu      17852 sedna  mem       REG                8,1  1086808  140081 /usr/lib/x86_64-linux-gnu/libcairo.so.2.11301.0
gksu      17852 sedna  mem       REG                8,1   134496  140413 /usr/lib/x86_64-linux-gnu/libgdk_pixbuf-2.0.so.0.3000.7
gksu      17852 sedna  mem       REG                8,1   732472  140410 /usr/lib/x86_64-linux-gnu/libgdk-x11-2.0.so.0.2400.27
gksu      17852 sedna  mem       REG                8,1    10680  524768 /lib/x86_64-linux-gnu/libutil-2.19.so
gksu      17852 sedna  mem       REG                8,1  1071552  524651 /lib/x86_64-linux-gnu/libm-2.19.so
gksu      17852 sedna  mem       REG                8,1  1265072  139862 /usr/lib/x86_64-linux-gnu/libX11.so.6.3.0
gksu      17852 sedna  mem       REG                8,1  1840928  524598 /lib/x86_64-linux-gnu/libc-2.19.so
gksu      17852 sedna  mem       REG                8,1  1078368  524629 /lib/x86_64-linux-gnu/libglib-2.0.so.0.4002.0
